test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
3613360635,194620991,"ZTE/P636A01_O/sdm660_64:8.1.0/OPM1.171019.011/356:user/release-keys","2018-02-01 00:01:14","117.33.112.xxx",36475,28681,26,"Xi'an","China","CN",34.2667,108.9000,"Xi'an branch,Chinaunicom","China","CN","Shaanxi","SN","Huayin","34.56530","110.06640",69.688,"China Telecom Shanxi(SN)","1","CHN-CT","460","11",15,15,"ZTE","sdm660_64","qcom","OPM1.171019.011","ZTE","ZTE V890","P636A01_O","","40306690",2,"Weinan, Shaanxi, China","Weinan","locality","China","CN","Shaanxi","","","714200"
3613360636,165370876,"samsung/a9xproltedx/a9xproltesea:7.0/NRD90M/A910FXXU1BRA2:user/release-keys","2018-02-01 00:01:14","183.171.67.xxx",1054,12728,39,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Yes 4G","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur","3.14470","101.69510",0.792276,"Celcom Internet Service Provider","1","U MOBILE","502","18",15,15,"samsung","a9xproltesea","qcom","NRD90M","samsung","SM-A910F","a9xproltedx","","54095126",2,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","50050"
3613360637,192884290,"Xiaomi/virgo/virgo:6.0.1/MMB29M/V9.2.3.0.MXECNEK:user/release-keys","2018-02-01 00:01:14","61.148.243.xxx",3026,3361,16,"Beijing","China","CN",39.9139,116.3917,"Beijing Unicom","China","CN","Beijing","BJ","Beijing","39.99108","116.46278",6.53519,"China Unicom Beijing","1","中国联通","460","1",15,15,"Xiaomi","virgo","qcom","MMB29M","Xiaomi","MI NOTE LTE","virgo","","2804491",1,"Beijing, Beijing, China","Beijing","locality","China","CN","Beijing","","","100096"
3613360639,167952289,"Xiaomi/sagit/sagit:7.1.1/NMF26X/V8.2.23.0.NCACNEC:user/release-keys","2018-02-01 00:01:14","1.46.137.xxx",12897,26655,22,"Samut Prakarn","Thailand","TH",13.5991,100.5998,"dtac","Thailand","TH","Bangkok","10","Bangkok","13.72925","100.73464",12.7744,"DTAC","1","DTAC","520","18",15,15,"Xiaomi","sagit","qcom","NMF26X","Xiaomi","MI 6","sagit","","62484740",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10520"
3613360640,139519508,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MMB29M/adf5854d6f:userdebug/test-keys","2018-02-01 00:01:14","93.176.146.xxx",333386,331487,2,"Barcelona","Spain","ES",41.3857,2.1699,"apfutura","Spain","ES","Catalonia","CT","Barbera Del Valles","41.51431","2.12426",9.20522,"Masmovil","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MMB29M","hardkernel","ODROID-XU3","cm_odroidxu3","","",1,"Barberà del Vallès, Barcelona, Spain","Barberà del Vallès","locality","Spain","ES","Catalonia","Barcelona","El Vallès Occidental, Barberà del Vallès","08210"
3613360642,194629791,"samsung/trltedt/trlte:6.0.1/MMB29M/N910GDTS1DQE4:user/release-keys","2018-02-01 00:01:14","183.171.77.xxx",1690,7361,44,"Petaling Jaya","Malaysia","MY",3.0833,101.6500,"Celcom Axiata","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur","3.03830","101.70940",5.14968,"Celcom Internet Service Provider","1","MY XOX","502","19",15,15,"samsung","trlte","qcom","MMB29M","samsung","SM-N910G","trltedt","","54095126",2,"Seri Kembangan, Selangor, Malaysia","Seri Kembangan","locality","Malaysia","MY","Selangor","Petaling","Petaling","43300"
3613360643,167275661,"Xiaomi/land/land:6.0.1/MMB29M/V8.5.4.0.MALMIED:user/release-keys","2018-02-01 00:01:14","1.39.28.xxx",762,152,46,"Gurgaon","India","IN",28.4615,77.0178,"RailTel","India","IN","Haryana","HR","Gurgaon","28.47031","77.04438",1.72738,"Vodafone India","1","VODAFONE IN","404","11",15,15,"Xiaomi","land","qcom","MMB29M","Xiaomi","Redmi 3S","land","","226205446",1,"","","","","","","","",""
3613360648,194629689,"samsung/j7xeltexx/j7xelte:7.0/NRD90M/J710FXXU4BQL3:user/release-keys","2018-02-01 00:01:14","87.196.80.xxx",2041,45,130,"Lisbon","Portugal","PT",38.7000,-9.1833,"MEO","Portugal","PT","Porto District","13","Porto","41.14960","-8.61100",172.136,"Nos Comunicacoes, S.A.","1","NOS","268","3",15,15,"samsung","j7xelte","samsungexynos7870","NRD90M","samsung","SM-J710F","j7xeltexx","","476693",2,"Porto, Portugal","Porto","locality","Portugal","PT","Porto District","","","4000"
3613360653,194274967,"samsung/on7xelteins/on7xelte:7.0/NRD90M/G610FXXU1BQL4:user/release-keys","2018-02-01 00:01:15","27.59.12.xxx",1154,752,22,"Bangalore","India","IN",12.9833,77.5833,"Bharti Airtel Ltd","India","IN","Karnataka","KA","Bengaluru","13.02059","77.71739",9.39841,"BHARTI Airtel","1","Airtel","404","45",17,17,"samsung","on7xelte","samsungexynos7870","NRD90M","samsung","SM-G610F","on7xelteins","","27882011",1,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","560049"
3613360665,8696746,"samsung/GT-I9100/GT-I9100:4.1.2/JZO54K/I9100XWLSE:user/release-keys","2018-02-01 00:01:15","46.211.158.xxx",1195,1132,60,"Rivne","Ukraine","UA",50.6167,26.2500,"Campus Networks","Ukraine","UA","Ternopil's'ka oblast","61","Radoshevka","50.02721","26.12028",41.1756,"Kyivstar PJSC","1","UA-KYIVSTAR","255","3",17,17,"Samsung","GT-I9100","smdk4210","JZO54K","samsung","GT-I9100","GT-I9100","","33450906",1,"Velyki Dederkaly, Ternopil's'ka oblast, Ukraine, 47144","Velyki Dederkaly","locality","Ukraine","UA","Ternopil's'ka oblast","Shums'kyi district","","47144"
3613360666,144240612,"HUAWEI/VNS-L31/HWVNS-H:6.0/HUAWEIVNS-L31/C02B114:user/release-keys","2018-02-01 00:01:15","176.201.13.xxx",45373,11926,19,"Lavello","Italy","IT",41.0482,15.7886,"FlashLine","Italy","IT","Basilicata","77","Potenza","40.63762","15.81857",28.4432,"Telecom Italia Mobile","1","I TIM","222","1",15,15,"HUAWEI","HWVNS-H","hi6250","HUAWEIVNS-L31","HUAWEI","HUAWEI VNS-L31","VNS-L11","","115236109",1,"85100 Potenza, Italy","Potenza","locality","Italy","IT","Basilicata","Province of Potenza","Potenza","85100"
3613360667,189173960,"Sony/G8142/G8142:8.0.0/47.1.A.8.49/3744219090:user/release-keys","2018-02-01 00:01:15","27.247.193.xxx",65863,12694,29,"Taipei","Taiwan","TW",25.0333,121.5333,"Far Eastone Telecommunications Co., Ltd.","Taiwan","TW","Taipei City","TPE","Taipei","24.98513","121.56811",3.9827,"Far EastTone Telecommunication Co.","1","遠傳電信","466","1",15,15,"Sony","G8142","qcom","47.1.A.12.75","Sony","G8142","G8142","","25691937",1,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","116"
3613360668,148553563,"samsung/j5xnltexx/j5xnlte:6.0.1/MMB29M/J510FNXXS2AQI4:user/release-keys","2018-02-01 00:01:15","212.200.247.xxx",21298,1936,28,"Belgrade","Serbia","RS",44.8206,20.4622,"Radijus Vektor","Serbia","RS","Belgrade","00","Belgrade","44.81860","20.46810",0.32078,"TELEKOM SRBIJA","1","Vip SRB  | Vip SRB","220","5",17,17,"samsung","j5xnlte","qcom","MMB29M","samsung","SM-J510FN","j5xnltexx","","909270",2,"Belgrade, Serbia","Belgrade","locality","Serbia","RS","City of Belgrade","","",""
3613360669,192311129,"lge/lucye_global_com/lucye:7.0/NRD90U/172651823891f:user/release-keys","2018-02-01 00:01:15","45.64.243.xxx",2170,6245,27,"Hong Kong","China","HK",22.2500,114.1667,"STC","Hong Kong","HK","Central And Western District","HCW","Hong Kong","22.28729","114.15038",2.7829,"Smartone Mobile communications Limited","1","SmarTone HK","454","6",15,15,"lge","lucye","lucye","NRD90U","LGE","LG-H870DS","lucye_global_com","","24344845",1,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","",""
3613360678,153868674,"Xiaomi/kenzo/kenzo:6.0.1/MMB29M/7.5.25:user/release-keys","2018-02-01 00:01:15","180.217.233.xxx",779,176,66,"Taichung","Taiwan","TW",24.1500,120.6667,"TINP","Taiwan","TW","Changhua County","CHA","Xianxi","24.14094","120.44525",13.9917,"Vibo Telecom","1","台灣之星","466","89",17,17,"Xiaomi","kenzo","qcom","MMB29M-wesley_iui-17.05.25","Xiaomi","Redmi Note 3","kenzo","","26467263",1,"507, Taiwan, 彰化縣線西鄉寓埔村","寓埔村","administrative_area_level_4","Taiwan","TW","Changhua County","Xianxi Township","寓埔村","507"
3613360679,150223751,"samsung/j7xeltexx/j7xelte:7.0/NRD90M/J710FXXU3BQI7:user/release-keys","2018-02-01 00:01:15","46.133.202.xxx",15,114,216,"Kovel","Ukraine","UA",51.2167,24.7167,"UAinet ISP","Ukraine","UA","Rivnens'ka oblast","56","Rivne","50.59648","26.18391",77.0434,"PrJSC MTS UKRAINE","1","Vodafone UA | MTS UKR","255","1",4,4,"samsung","j7xelte","samsungexynos7870","NRD90M","samsung","SM-J710F","j7xeltexx","","18751",1,"Rivne, Rivnens'ka oblast, Ukraine","Rivne","locality","Ukraine","UA","Rivnens'ka oblast","Rivnens'ka city council","",""
3613360680,175384268,"samsung/j7xltedd/j7xlte:7.0/NRD90M/J710FNDDU1BQI2:user/release-keys","2018-02-01 00:01:15","139.167.64.xxx",2034,5679,48,"Faridabad","India","IN",28.4211,77.3078,"True Broadband","India","IN","Uttar Pradesh","UP","Aligarh","27.88330","78.08330",60.1718,"Jio","1","Jio 4G","405","870",15,15,"samsung","j7xlte","samsungexynos7580","NRD90M","samsung","SM-J710FN","j7xltedd","","913682",2,"Aligarh, Uttar Pradesh 202001, India","Aligarh","locality","India","IN","Uttar Pradesh","Aligarh","","202001"
3613360681,127391335,"Xiaomi/ferrari/ferrari:5.0.2/LRX22G/V7.0.3.0.LXIMICI:user/release-keys","2018-02-01 00:01:15","223.186.219.xxx",25960,2127,19,"Bangalore","India","IN",12.9716,77.5946,"TelexAir Telecom Pvt Ltd","India","IN","Karnataka","KA","Bengaluru","12.88857","77.59936",5.75216,"Airtel Broadband","1","Airtel","404","45",15,15,"Xiaomi","ferrari","qcom","LRX22G","Xiaomi","Mi 4i","ferrari","","206352386",1,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","560076"
3613360683,194629279,"InFocus/M425_00WW/HGO:6.0/MRA58K/00WW_2_130:user/release-keys","2018-02-01 00:01:15","106.207.91.xxx",11746,8153,69,"Patna","India","IN",25.6139,85.1354,"UshaNet Broadband","India","IN","Bihar","BR","Patna","25.60000","85.11670",1.51155,"BHARTI Airtel","1","AirTel","405","52",15,15,"InFocus","HGO","sc8830","MRA58K","InFocus","InFocus M425","M425_00WW","","206189324",2,"Patna, Bihar 800001, India","Patna","locality","India","IN","Bihar","Patna","","800015"
3613360685,188824306,"samsung/hero2ltexx/hero2lte:6.0.1/MMB29K/G935FXXU1CPJ2:user/release-keys","2018-02-01 00:01:15","106.203.162.xxx",9042,6065,71,"Kolkata","India","IN",22.5667,88.3667,"Jio","India","IN","West Bengal","WB","Durgapur","23.54119","87.28495",96.3511,"BHARTI Airtel","1","AirTel","405","51",15,15,"samsung","hero2lte","samsungexynos8890","MMB29K","samsung","SM-G935F","hero2ltexx","","15899393",1,"Durgapur, West Bengal, India","Durgapur","locality","India","IN","West Bengal","Bardhaman","","713213"
3613360686,193750336,"HUAWEI/SLA-L22/HWSLA-Q:7.0/HUAWEISLA-L22/C432B130:user/release-keys","2018-02-01 00:01:15","37.47.243.xxx",16152,1025,39,"Kosakowo","Poland","PL",54.5894,18.4817,"Pro-internet sp  z o o","Poland","PL","Pomeranian Voivodeship","PM","Lebork","54.54512","17.75383",29.3487,"Orange mobile","1","Play","260","6",15,15,"HUAWEI","HWSLA-Q","qcom","HUAWEISLA-L22","HUAWEI","SLA-L22","SLA-L22","","48151",1,"Lebork, Poland","Lebork","locality","Poland","PL","Pomeranian Voivodeship","Lębork County","Lębork","84"
3613360687,159119686,"samsung/on7xeltezt/on7xelte:6.0.1/MMB29K/G610YZTU1AQJ1:user/release-keys","2018-02-01 00:01:16","223.141.201.xxx",9870,6646,28,"Hsinying","Taiwan","TW",23.3120,120.3040,"Taiwan Mobile","Taiwan","TW","Tainan City","TNN","Annei","23.30672","120.21197",5.85779,"Chunghwa Telecom Co.","1","Chunghwa Telecom","466","92",15,15,"samsung","on7xelte","samsungexynos7870","MMB29K","samsung","SM-G610Y","on7xeltezt","","156711445",1,"Yizhu, Yizhu Township, Chiayi County, Taiwan 624","Yizhu","locality","Taiwan","TW","Taiwan Province","Chiayi County","Yizhu Township, 六桂村","624"
3613360688,179103141,"Xiaomi/sagit/sagit:7.1.1/NMF26X/V9.0.6.0.NCACNEI:user/release-keys","2018-02-01 00:01:16","117.136.25.xxx",26676,1581,43,"Xi'an","China","CN",34.2667,108.9000,"China Mobile Group Shaanxi Company Limited","China","CN","Shaanxi","SN","Yulin","37.32574","107.57698",224.229,"China Mobile Guangdong","1","中国移动","460","0",15,15,"Xiaomi","sagit","qcom","NMF26X","Xiaomi","MI 6","sagit","","153554944",1,"Yulin, Shaanxi, China","Yulin","locality","China","CN","Shaanxi","","",""
3613360695,185612782,"HUAWEI/PIC-LX9/HWPIC:7.0/HUAWEIPIC-LX9/C10B160:user/release-keys","2018-02-01 00:01:16","85.26.165.xxx",43296,18316,185,"Accra","Ghana","GH",5.5500,-0.2167,"Airtel Ghana","Russia","RU","Samara Oblast","SAM","Samara","53.18350","50.11820",4339.27,"PJSC MegaFon","1","MegaFon","250","2",15,15,"HUAWEI","HWPIC","hi6250","HUAWEIPIC-LX9","HUAWEI","PIC-LX9","PIC-LX9","","",2,"Samara, Samara Oblast, Russia","Samara","locality","Russia","RU","Samara Oblast","gorod Samara","","443036"
3613360697,150300860,"asus/WW_Phone/ASUS_X00AD_2:6.0.1/MMB29M/13.0.0.306-20170825:user/release-keys","2018-02-01 00:01:16","176.59.192.xxx",13760,2579,31,"Chelyabinsk","Russian Federation","RU",55.1667,61.4000,"MTS","Russia","RU","UNKNOWN","??","UNKNOWN","55.73860","37.60680",929.548,"Tele2 Russia","1","TELE2","250","20",17,17,"asus","ASUS_X00AD_2","qcom","MMB29M","asus","ZB500KL","WW_Phone","","8425493",2,"Russia","Russia","country","Russia","RU","","","",""
3613360700,194629792,"Xiaomi/santoni/santoni:6.0.1/MMB29M/V8.5.2.0.MAMMIED:user/release-keys","2018-02-01 00:01:16","114.125.11.xxx",15921,3636,68,"Tangerang","Indonesia","ID",-6.1783,106.6319,"FirstMedia","Indonesia","ID","South Sumatra","SS","Palembang","-2.93920","104.76347",258.44,"Telkomsel","1","TELKOMSEL","510","10",17,17,"Xiaomi","santoni","qcom","MMB29M","Xiaomi","Redmi 4X","santoni","","27127297",1,"Palembang, Palembang City, South Sumatra, Indonesia","Palembang","locality","Indonesia","ID","South Sumatra","Palembang City","","30961"
3613360705,121974865,"samsung/j7eltexx/j7elte:6.0.1/MMB29K/J700FXXS4BQF1:user/release-keys","2018-02-01 00:01:16","157.49.236.xxx",17601,6159,44,"Bangalore","India","IN",12.9833,77.5833,"YOU Broadband India Pvt Ltd.","India","IN","Karnataka","KA","Bengaluru","12.98330","77.58330",0,"Jio","1","Jio 4G","405","861",15,15,"samsung","j7elte","samsungexynos7580","MMB29K","samsung","SM-J700F","j7eltexx","","731159",2,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","560001"
3613360710,194623881,"vivo/1718/1718:7.1.2/N2G47H/compil12142201:user/release-keys","2018-02-01 00:01:16","1.47.105.xxx",838,5516,52,"Songkhla Province","Thailand","TH",7.2053,100.5969,"Prince of Songkla Univ","Thailand","TH","Chachoengsao","24","Chachoengsao","13.66251","101.09408",447.924,"Total Access Communication PLC","1","DTAC","520","5",15,15,"vivo","1718","qcom","N2G47H","vivo","vivo 1718","1718","","13057281",1,"Bang Tin Pet, Mueang Chachoengsao District, Chachoengsao 24000, Thailand","Bang Tin Pet","locality","Thailand","TH","Chachoengsao","Mueang Chachoengsao District","","24000"
3613360711,193661881,"GEOTEL_G1/full_rlk6580_we_c_n/GEOTEL_G1:7.0/NRD90M/1510909403:user/release-keys","2018-02-01 00:01:16","188.170.83.xxx",4259,4280,67,"Tver","Russian Federation","RU",56.8667,35.9167,"DOM.RU","Russia","RU","Tver Oblast","TVE","Vyshniy Volochëk","57.60841","34.58713",71.4749,"PJSC MegaFon","1","MegaFon","250","2",17,17,"GEOTEL_G1","GEOTEL_G1","mt6580","NRD90M","GEOTEL_G1","GEOTEL G1","GEOTEL_G1","","7581648",1,"Vyshny Volochyok, Tver Oblast, Russia","Vyshny Volochyok","locality","Russia","RU","Tver Oblast","gorod Vyshniy Volochek","","171167"
3613360714,179707931,"samsung/heroltexx/herolte:7.0/NRD90M/G930FXXS2DRA9:user/release-keys","2018-02-01 00:01:16","89.15.237.xxx",8936,4594,19,"Norderstedt","Germany","DE",53.7064,10.0103,"wilhelm.tel","Germany","DE","Hamburg","HH","Hamburg","53.55131","10.01890",10.7334,"O2 Deutschland","1","1&1","262","3",15,15,"samsung","herolte","samsungexynos8890","NRD90M","samsung","SM-G930F","heroltexx","","2658075",1,"Hamburg, Germany","Hamburg","locality","Germany","DE","Hamburg","","","20097"
3613360715,126512336,"Xiaomi/hennessy/hennessy:5.0.2/LRX22G/V7.0.11.0.LHNCNCJ:user/release-keys","2018-02-01 00:01:16","114.124.238.xxx",15652,4462,25,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT Indosat, Tbk","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta","-6.28709","106.80136",7.9249,"Telkomsel","1","IND TELKOMSEL","510","10",15,15,"Xiaomi","hennessy","mt6795","LRX22G","Xiaomi","Redmi Note 3","hennessy","","34075915",1,"South Jakarta, South Jakarta City, Special Capital Region of Jakarta, Indonesia","South Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","South Jakarta City","","12430"
3613360716,139481879,"motorola/taido_row/taido_row:6.0/MRA58K/XT1706_S131_160905_ROW:user/release-keys","2018-02-01 00:01:16","1.38.15.xxx",601,255,66,"Mumbai","India","IN",18.9647,72.8258,"Railtel Corporation of india Ltd","India","IN","Maharashtra","MH","Mumbai","18.97500","72.82580",0.712432,"Vodafone India","1","Vodafone IN","404","20",17,17,"motorola","taido_row","mt6735","MRA58K","motorola","XT1706","taido_row","","132453423",2,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400011"
3613360723,81031244,"samsung/trltedt/trlte:4.4.4/KTU84P/N910GDTU1ANK3:user/release-keys","2018-02-01 00:01:16","114.124.241.xxx",216,208,133,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT. Telekomunikasi Indonesia","Indonesia","ID","Central Java","JT","Sumowono","-7.22893","110.31800",250.948,"Telkomsel","1","TELKOMSEL","510","10",15,15,"samsung","trlte","qcom","KTU84P","samsung","SM-N910G","trltedt","","49922582",1,"Sumowono, Sumowono, Semarang, Central Java 50662, Indonesia","Sumowono","administrative_area_level_4","Indonesia","ID","Central Java","Semarang","Sumowono, Sumowono","50662"
3613360729,194628991,"Micromax/Q4311/Q4311:7.0/NRD90M/1497440388:user/release-keys","2018-02-01 00:01:17","42.110.149.xxx",3681,5259,52,"Kolkata","India","IN",22.5667,88.3667,"Indinet Service Private Limited","India","IN","West Bengal","WB","UNKNOWN","22.56970","88.36970",0.282394,"Vodafone India","1","Vodafone IN","405","67",15,15,"Micromax","Q4311","mt6735","NRD90M","Micromax","Micromax Q4311","Q4311","","205208105",2,"West Bengal, India","West Bengal","administrative_area_level_1","India","IN","West Bengal","","",""
3613360735,65831309,"Sony/D2303/D2303:4.3/18.0.C.1.13/8nv_bw:user/release-keys","2018-02-01 00:01:17","223.24.174.xxx",24095,3859,38,"Bangkok","Thailand","TH",13.7500,100.4833,"3BB","Thailand","TH","Bangkok","10","Bangkok","13.79145","100.54916",5.27214,"True Internet","1","TH 3G+","520","0",17,17,"Sony","D2303","qcom","18.0.C.1.13","Sony","D2303","D2303","","802812",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10400"
3613360740,186945485,"nubia/NX529J/NX529J:5.1.1/LMY47V/eng.nubia.20160711.173505:user/release-keys","2018-02-01 00:01:17","122.192.15.xxx",12921,22100,19,"Nanjing","China","CN",32.0602,118.7968,"China Unicom","China","CN","Jiangsu","JS","Wuxi","31.58878","120.30008",94.1748,"China Unicom Liaoning","1","CHN-UNICOM","460","1",15,15,"nubia","NX529J","qcom","LMY47V","nubia","NX529J","NX529J","","86626316",1,"Wuxi, Jiangsu, China","Wuxi","locality","China","CN","Jiangsu","","","214005"
3613360741,129298131,"asus/WW_Z00A/Z00A:5.0/LRX21V/2.20.40.206_20170627_2131_user:user/release-keys","2018-02-01 00:01:17","213.87.123.xxx",15524,4666,41,"Kiselevsk","Russian Federation","RU",54.0055,86.6498,"Electron-Service Ltd.","Russia","RU","Kemerovo Oblast","KEM","Novokuznetsk","53.75947","87.14263",26.3316,"MTS PJSC","1","MTS RUS","250","1",17,17,"asus","Z00A","mofd_v1","LRX21V","asus","ASUS_Z00AD","WW_Z00A","","126298279",1,"Novokuznetsk, Kemerovo Oblast, Russia","Novokuznetsk","locality","Russia","RU","Kemerovo Oblast","gorod Novokuznetsk","","654080"
3613360743,167999633,"motorola/potter_nt/potter_nt:7.0/NPN25.137-92/9:user/release-keys","2018-02-01 00:01:17","189.40.103.xxx",20872,127,31,"Recife","Brazil","BR",-8.0500,-34.9000,"TIM Brasil","Brazil","BR","State of Paraíba","PB","João Pessoa","-7.09492","-34.84198",66.1829,"Tim Celular S.A.","1","CLARO BR","724","5",15,15,"motorola","potter_nt","qcom","NPNS25.137-92-4","motorola","Moto G (5) Plus","potter_nt","","138010371",1,"João Pessoa, João Pessoa - PB, Brazil","João Pessoa","locality","Brazil","BR","State of Paraíba","João Pessoa","","58038"
3613360745,52508461,"OPPO/X9006/X9006:4.4.2/KVT49L/1414216675:user/release-keys","2018-02-01 00:01:17","171.99.238.xxx",4400,3501,198,"Bangalore","India","IN",12.9833,77.5833,"ACT Fibernet","Thailand","TH","Suphan Buri","72","Suphan Buri","14.57600","100.02860",1511.27,"True Internet Corporation Co.","1","TRUE-H","520","0",17,17,"OPPO","X9006","qcom","KVT49L","OPPO","X9006","X9006","","33136428",2,"Rai Rot, Don Chedi District, Suphan Buri, Thailand","Rai Rot","locality","Thailand","TH","Suphan Buri","Don Chedi District","","72170"
3613360747,173580477,"OPPO/A37fw/A37f:5.1.1/LMY47V/1503495011:user/release-keys","2018-02-01 00:01:17","88.208.244.xxx",2306,27669,404,"Johor Bahru","Malaysia","MY",1.4927,103.7414,"Celcom Axiata","Malaysia","MY","Johor","01","Batu Pahat","1.85537","102.94325",60.6189,"1&1 Internet AG","0","MY MAXIS","502","12",15,15,"OPPO","A37f","qcom","LMY47V","OPPO","A37fw","A37fw","","58142",1,"Batu Pahat, Johor, Malaysia","Batu Pahat","locality","Malaysia","MY","Johor","Batu Pahat","Simpang Kanan","83000"
3613360748,189176407,"samsung/hltexx/hlte:5.0/LRX21V/N9005XXSGBQA3:user/release-keys","2018-02-01 00:01:17","49.182.70.xxx",7062,138,51,"Sydney","Australia","AU",-33.8600,151.2111,"'Yes' Optus","Australia","AU","New South Wales","NSW","Vincentia","-35.06973","150.67540",89.0795,"Optus","1","YES OPTUS","505","2",17,11,"samsung","hlte","qcom","LRX21V","samsung","SM-N9005","hltexx","","144399521",1,"Vincentia NSW 2540, Australia","Vincentia","locality","Australia","AU","New South Wales","","","2540"
3613360751,191910627,"samsung/a3xeltexx/a3xelte:7.0/NRD90M/A310FXXU3CQL2:user/release-keys","2018-02-01 00:01:17","120.188.33.xxx",746,3494,375,"Tangerang","Indonesia","ID",-6.1783,106.6319,"Zettagrid Indonesia","Indonesia","ID","Lampung","LA","Natar","-5.37898","105.11180",118.322,"PT Indosat Tbk.","1","Indosat Ooredoo","510","1",15,15,"samsung","a3xelte","samsungexynos7580","NRD90M","samsung","SM-A310F","a3xeltexx","","15375617",1,"Bagelen, Gedung Tataan, Pesawaran Regency, Lampung, Indonesia","Bagelen","administrative_area_level_4","Indonesia","ID","Lampung","Pesawaran Regency","Gedung Tataan, Bagelen","35366"
3613360756,138270254,"asus/WW_Z011/ASUS_Z011:5.0.2/LRX22G/WW_user_1.11.40.421_20150912:user/release-keys","2018-02-01 00:01:17","14.194.155.xxx",1871,2209,69,"Mumbai","India","IN",18.9647,72.8258,"Joister Broadband","India","IN","Maharashtra","MH","Mumbai","18.97500","72.82580",0.712432,"Tata Mobile","1","TATA DOCOMO","404","90",17,17,"asus","ASUS_Z011","qcom","LRX22G","asus","ASUS_Z011D","WW_Z011","","170598",2,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400011"
3613360757,165729146,"samsung/heroltexx/herolte:7.0/NRD90M/G930FXXU1DQL4:user/release-keys","2018-02-01 00:01:17","80.187.101.xxx",100759,21001,21,"Hagen","Germany","DE",51.3671,7.4633,"Spacken.net","Germany","DE","North Rhine-Westphalia","NW","Hagen","51.36060","7.47850",0.795663,"Deutsche Telekom AG","1","Telekom.de","262","1",15,15,"samsung","herolte","samsungexynos8890","NRD90M","samsung","SM-G930F","heroltexx","","28826629",2,"Hagen, Germany","Hagen","locality","Germany","DE","North Rhine-Westphalia","Arnsberg","","58097"
3613360758,121833876,"lge/h1_global_com/h1:7.0/NRD90U/170620052ba02:user/release-keys","2018-02-01 00:01:17","141.226.82.xxx",129927,12942,28,"Jerusalem","Israel","IL",31.7833,35.2167,"3SAMNET","Israel","IL","Jerusalem District","JM","Jerusalem","31.78553","35.20335",0.800035,"Telzar 019 International Telecommunications Servic","1","019","425","1",15,15,"lge","h1","h1","NRD90U","LGE","LG-H850","h1_global_com","","2828809",1,"Jerusalem, Israel","Jerusalem","locality","Israel","IL","Jerusalem District","","",""
3613360759,158517245,"samsung/trltedt/trlte:4.4.4/KTU84P/N910GDTU1ANK3:user/release-keys","2018-02-01 00:01:17","114.124.172.xxx",7138,15643,19,"Jakarta","Indonesia","ID",-6.1745,106.8227,"Biznet Networks","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta","-6.24668","106.85381",5.43178,"Telkomsel","1","TELKOMSEL","510","10",15,15,"samsung","trlte","qcom","KTU84P","samsung","SM-N910G","trltedt","","110808341",1,"South Jakarta, South Jakarta City, Special Capital Region of Jakarta, Indonesia","South Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","South Jakarta City","","12770"
