age,current club,current league,foot,height,name,nationality,position,season,assists, games,goals,minutes
22,Waasland-Beveren,Jupiler Pro League,both,171,Tuur Dierckx,Belgium,W,2015-16,3,34,5,1061
23,Waasland-Beveren,Jupiler Pro League,right,180,Floriano Vanzo,Belgium  Italy,W,2015-16,3,35,2,1778
23,Waasland-Beveren,Jupiler Pro League,,178,Olivier Myny,Belgium,W,2015-16,3,34,3,2072
25,Waasland-Beveren,Jupiler Pro League,right,189,Isaac Thelin,Sweden  DR Congo,CF,2015-16,0,12,1,672
20,Waasland-Beveren,Jupiler Pro League,,183,Ryan Mmaee,Belgium  Morocco,CF,2015-16,1,5,0,226
22,Waasland-Beveren,Jupiler Pro League,,188,Cherif Ndiaye,Senegal,CF,2015-16,,,,
31,KSC Lokeren,Jupiler Pro League,right,178,Steve De Ridder,Belgium,W,2015-16,4,39,5,2928
20,KSC Lokeren,Jupiler Pro League,,,Bob Straetman,Belgium,W,2015-16,,,,
21,KSC Lokeren,Jupiler Pro League,,178,Mohamed Ofkir,Norway,W,2015-16,5,26,4,1488
25,KSC Lokeren,Jupiler Pro League,right,176,Guus Hupperts,Netherlands,W,2015-16,5,41,2,2068
30,KSC Lokeren,Jupiler Pro League,right,193,Marko Miric,Serbia,W,2015-16,5,34,5,2535
19,KSC Lokeren,Jupiler Pro League,right,175,Yusuf Lawal,Nigeria,W,2015-16,,,,
32,KSC Lokeren,Jupiler Pro League,right,192,Tom De Sutter,Belgium,CF,2015-16,0,25,3,1061
28,KSC Lokeren,Jupiler Pro League,right,180,Jean Alassane Mendy,Norway,CF,2015-16,2,28,7,1965
25,KSC Lokeren,Jupiler Pro League,right,189,Lewis Enoh,Cameroon  Portugal,CF,2015-16,0,19,2,1042
29,KV Kortrijk,Jupiler Pro League,right,176,Idir Ouali,Algeria  France,W,2015-16,0,14,0,670
30,KV Kortrijk,Jupiler Pro League,right,178,Teddy Chevalier,France,CF,2015-16,2,30,4,1420
33,KV Kortrijk,Jupiler Pro League,right,184,JÄ˜rÄ˜my Perbet,France,CF,2015-16,1,35,25,2964
29,KV Kortrijk,Jupiler Pro League,right,195,Athanasios Papazoglou,Greece,CF,2015-16,4,39,9,2813
21,Royal Excel Mouscron,Jupiler Pro League,right,176,Fabrice Olinga,Cameroon,W,2015-16,1,7,0,210
22,Royal Excel Mouscron,Jupiler Pro League,left,180,Dorin Rotariu,Romania,W,2015-16,5,40,10,3225
23,Royal Excel Mouscron,Jupiler Pro League,right,188,Jonathan Bolingi,DR Congo,CF,2015-16,1,6,1,471
20,Royal Excel Mouscron,Jupiler Pro League,right,178,Taiwo Awoniyi,Nigeria,CF,2015-16,1,14,1,921
24,Royal Excel Mouscron,Jupiler Pro League,left,189,Mario Jelavic,Croatia,CF,2015-16,0,1,0,10
23,Royal Excel Mouscron,Jupiler Pro League,right,180,Yanis Mbombo,Belgium  DR Congo,CF,2015-16,0,24,3,1342
20,Royal Excel Mouscron,Jupiler Pro League,left,188,ClÄ˜ment Petit,Belgium,CF,2015-16,0,3,1,69
20,KAS Eupen,Jupiler Pro League,left,173,Eric Ocansey,Ghana,W,2015-16,0,23,3,1969
28,KAS Eupen,Jupiler Pro League,right,179,Florian Raspentino,France,CF,2015-16,0,13,1,662
35,KAS Eupen,Jupiler Pro League,right,183,Mbaye Leye,Senegal,CF,2015-16,4,40,20,3550
26,KAS Eupen,Jupiler Pro League,right,176,Mamadou KonÄ˜,Cote d'Ivoire,CF,2015-16,3,35,6,2104
27,KAS Eupen,Jupiler Pro League,right,183,Moussa Diallo,Belgium  Senegal,CF,2015-16,0,1,1,90
22,KAS Eupen,Jupiler Pro League,,172,Damien Mouchamps,Belgium,CF,2015-16,0,0,0,0
28,FC Porto,Liga NOS,right,175,Yacine Brahimi,Algeria  France,W,2015-16,10,44,9,3245
25,FC Porto,Liga NOS,both,173,JesÄ¶s Corona,Mexico,W,2015-16,5,39,8,2541
26,FC Porto,Liga NOS,left,180,HernÄ´ni,Portugal  Cape Verde,W,2015-16,7,26,8,1178
26,FC Porto,Liga NOS,right,184,Vincent Aboubakar,Cameroon,CF,2015-16,3,42,18,3066
27,FC Porto,Liga NOS,right,187,Tiquinho Soares,Brazil,CF,2015-16,2,35,14,2738
23,FC Porto,Liga NOS,right,184,GonÄ‰alo PaciÄ•ncia,Portugal,CF,2015-16,3,30,4,1932
22,Sporting CP,Liga NOS,right,173,Gelson Martins,Portugal  Cape Verde,W,2015-16,4,42,7,1793
22,Sporting CP,Liga NOS,right,165,Daniel Podence,Portugal,W,2015-16,8,39,6,2895
28,Sporting CP,Liga NOS,right,196,Bas Dost,Netherlands,CF,2015-16,2,31,10,1965
30,Sporting CP,Liga NOS,both,179,Seydou Doumbia,Cote d'Ivoire,CF,2015-16,5,25,11,1650
23,SL Benfica,Liga NOS,left,166,Franco Cervi,Argentina  Italy,W,2015-16,5,22,2,1748
21,SL Benfica,Liga NOS,right,178,Diogo GonÄ‰alves,Portugal,W,2015-16,5,42,13,2974
27,SL Benfica,Liga NOS,right,173,Eduardo Salvio,Argentina,W,2015-16,0,12,0,362
24,SL Benfica,Liga NOS,right,171,Rafa Silva,Portugal,W,2015-16,8,50,12,3770
21,SL Benfica,Liga NOS,left,169,Andrija Zivkovic,Serbia,W,2015-16,8,27,12,2240
26,SL Benfica,Liga NOS,right,190,Raé?è?l Jimé?èÌnez,Mexico,CF,2015-16,5,45,12,1715
33,SL Benfica,Liga NOS,right,182,Jonas,Brazil  Italy,CF,2015-16,18,48,36,3852
26,SL Benfica,Liga NOS,left,185,Haris Seferovic,Switzerland  Bosnia-Herzegovina,CF,2015-16,5,33,4,2567
25,SC Braga,Liga NOS,right,191,Ahmed Hassan,Egypt,CF,2015-16,8,46,15,3432
28,SC Braga,Liga NOS,right,190,Dyego Sousa,Brazil,CF,2015-16,3,36,12,2449
21,VitÄÅria GuimarÄ?es SC,Liga NOS,left,176,Raphinha,Brazil  Italy,W,2015-16,0,17,5,987
29,VitÄÅria GuimarÄ?es SC,Liga NOS,right,174,HÄ˜ldon,Cape Verde  South Africa,W,2015-16,4,27,5,1828
24,VitÄÅria GuimarÄ?es SC,Liga NOS,both,183,FÄbio Sturgeon,Portugal  England,W,2015-16,6,48,5,3736
20,VitÄÅria GuimarÄ?es SC,Liga NOS,left,179,HÄ˜lder Ferreira,Portugal,W,2015-16,0,5,3,158
25,Vité?è?ria Guimaré?èÅes SC,Liga NOS,left,180,Welthon,Brazil,CF,2015-16,,,,
25,VitÄÅria GuimarÄ?es SC,Liga NOS,right,185,Junior Tallo,Cote d'Ivoire,CF,2015-16,4,27,1,1345
24,VitÄÅria GuimarÄ?es SC,Liga NOS,,185,SebastiÄn RincÄÅn,Colombia,CF,2015-16,3,11,2,750
21,VitÄÅria GuimarÄ?es SC,Liga NOS,left,182,Ä?scar EstupiÄ§Än,Colombia,CF,2015-16,0,6,2,356
28,VitÄÅria GuimarÄ?es SC,Liga NOS,right,177,Rafael Martins,Brazil,CF,2015-16,1,31,20,2479
30,Rio Ave FC,Liga NOS,right,184,HÄ˜lder Guedes,Portugal,CF,2015-16,3,33,9,1869
26,CS MarÄßtimo,Liga NOS,right,181,Ricardo Valente,Portugal,W,2015-16,3,34,6,2083
29,CS MarÄßtimo,Liga NOS,both,180,Gevorg Ghazaryan,Armenia,W,2015-16,3,25,3,1379
28,CS MarÄßtimo,Liga NOS,left,179,Ibson,Brazil,W,2015-16,0,35,2,2624
30,CS MarÄßtimo,Liga NOS,right,177,Edgar Costa,Portugal,W,2015-16,8,36,6,2932
26,CS MarÄßtimo,Liga NOS,left,185,Rodrigo Pinho,Brazil  Germany,CF,2015-16,0,16,1,653
24,CS MarÄßtimo,Liga NOS,left,178,Joel Tagueu,Cameroon  Brazil,CF,2015-16,0,16,2,621
24,CS MarÄßtimo,Liga NOS,right,186,Everton,Brazil,CF,2015-16,,,,
26,GD Estoril Praia,Liga NOS,right,183,AndrÄ˜ Claro,Portugal,W,2015-16,2,38,13,3027
22,GD Estoril Praia,Liga NOS,left,179,Matheus Äçndio,Brazil,W,2015-16,0,0,0,0
23,GD Estoril Praia,Liga NOS,,181,Jorman Aguilar,Panama,W,2015-16,,,,
22,GD Estoril Praia,Liga NOS,left,182,Allano Lima,Brazil,W,2015-16,0,21,1,1067
21,GD Estoril Praia,Liga NOS,left,174,Ewandro Costa,Brazil,W,2015-16,2,9,1,565
22,GD Estoril Praia,Liga NOS,right,177,Victor Andrade,Brazil,W,2015-16,4,25,1,1331
27,GD Estoril Praia,Liga NOS,right,188,KlÄ˜ber,Brazil,CF,2015-16,0,4,0,186
21,GD Estoril Praia,Liga NOS,right,182,Bruno Gomes,Brazil,CF,2015-16,1,16,8,1196
22,GD Chaves,Liga NOS,right,171,Jorginho,Portugal  Guinea-Bissau,W,2015-16,0,8,0,175
27,GD Chaves,Liga NOS,right,177,Davidson,Brazil,W,2015-16,1,39,7,2735
21,GD Chaves,Liga NOS,left,175,Matheus Pereira,Brazil  Portugal,W,2015-16,6,30,13,1801
26,GD Chaves,Liga NOS,right,185,PerdigÄ?o,Brazil,W,2015-16,4,29,5,1978
26,GD Chaves,Liga NOS,right,182,William,Brazil,CF,2015-16,5,33,9,2242
27,GD Chaves,Liga NOS,right,178,Platiny,Brazil,CF,2015-16,6,46,17,3711
23,Portimonense SC,Liga NOS,right,164,Shoya Nakajima,Japan,W,2015-16,4,25,6,1798
23,Portimonense SC,Liga NOS,right,177,Wilson ManafÄ,Portugal  Guinea-Bissau,W,2015-16,1,21,1,1759
25,Portimonense SC,Liga NOS,both,182,Wellington Carvalho,Brazil,W,2015-16,0,1,0,120
20,Portimonense SC,Liga NOS,left,178,Tabata,Brazil,W,2015-16,,,,
27,Portimonense SC,Liga NOS,right,183,FabrÄßcio,Brazil,CF,2015-16,5,66,18,4690
22,Portimonense SC,Liga NOS,right,179,Rui Costa,Portugal,CF,2015-16,,,,
36,Portimonense SC,Liga NOS,right,179,Pires,Portugal,CF,2015-16,5,52,14,4177
31,VitÄÅria SetÄ¶bal FC,Liga NOS,right,171,Yannick DjalÄÅ,Portugal  Guinea-Bissau,W,2015-16,7,34,16,2378
22,VitÄÅria SetÄ¶bal FC,Liga NOS,left,188,AndrÄ˜ Pereira,Portugal,CF,2015-16,,,,
35,VitÄÅria SetÄ¶bal FC,Liga NOS,right,182,Edinho,Portugal  Guinea-Bissau,CF,2015-16,3,33,13,2106
23,VitÄÅria SetÄ¶bal FC,Liga NOS,right,,Allef,Brazil,CF,2015-16,,,,
21,CF Belenenses,Liga NOS,right,177,Nathan,Brazil,W,2015-16,3,31,8,1553
28,CF Belenenses,Liga NOS,right,174,Diogo Viana,Portugal,W,2015-16,1,11,2,419
29,CF Belenenses,Liga NOS,right,181,LicÄ,Portugal,W,2015-16,4,33,6,2156
21,CF Belenenses,Liga NOS,right,,Benny,Portugal,W,2015-16,,,,
24,CF Belenenses,Liga NOS,left,189,Maurides,Brazil,CF,2015-16,3,42,6,2279
29,CF Belenenses,Liga NOS,right,183,Yazalde,Guinea-Bissau  Portugal,CF,2015-16,5,35,3,1974
33,CF Belenenses,Liga NOS,right,192,Tiago Caeiro,Portugal,CF,2015-16,3,38,9,1599
28,Boavista Porto FC,Liga NOS,right,181,Kuca,Cape Verde,W,2015-16,1,34,4,2557
33,Boavista Porto FC,Liga NOS,right,176,Mateus,Angola  Portugal,W,2015-16,1,17,5,1286
26,Boavista Porto FC,Liga NOS,right,175,Renato Santos,Portugal,W,2015-16,6,29,4,1672
25,Boavista Porto FC,Liga NOS,right,180,Ricardo Clarke,Panama,W,2015-16,13,36,8,2904
19,Boavista Porto FC,Liga NOS,right,182,Rui Pedro,Portugal,CF,2015-16,0,5,1,281
21,Boavista Porto FC,Liga NOS,right,185,Leonardo Ruiz,Colombia,CF,2015-16,1,25,9,1332
24,Boavista Porto FC,Liga NOS,left,188,IvÄn Bulos,Peru,CF,2015-16,0,3,0,195
24,Boavista Porto FC,Liga NOS,both,188,Yusupha Njie,The Gambia,CF,2015-16,0,3,0,206
24,Boavista Porto FC,Liga NOS,right,204,IdÄ˜ Colubali,Guinea-Bissau,CF,2015-16,,,,
23,FC PaÄ‰os de Ferreira,Liga NOS,left,181,HÄ•ndrio,Brazil,W,2015-16,,,,
22,FC PaÄ‰os de Ferreira,Liga NOS,right,179,Awer Mabil,Australia  Southern Sudan,W,2015-16,0,10,0,232
30,FC PaÄ‰os de Ferreira,Liga NOS,right,185,Bruno Moreira,Portugal,CF,2015-16,5,47,23,3709
24,FC PaÄ‰os de Ferreira,Liga NOS,right,188,Luiz Phellype,Brazil,CF,2015-16,0,14,1,450
28,FC PaÄ‰os de Ferreira,Liga NOS,right,182,Rabiola,Portugal,CF,2015-16,2,25,2,1038
28,Moreirense FC,Liga NOS,right,180,ArsÄ˜nio,Portugal,W,2015-16,8,25,5,2072
23,Moreirense FC,Liga NOS,right,182,Bilel Aouacheria,France  Algeria,W,2015-16,1,22,1,1281
25,Moreirense FC,Liga NOS,right,174,Ousmane DramÄ˜,France  Mali,W,2015-16,0,13,1,822
22,Moreirense FC,Liga NOS,right,174,Zizo,Egypt,W,2015-16,2,19,2,1217
34,Moreirense FC,Liga NOS,left,183,Edno,Brazil,CF,2015-16,,,,
21,Moreirense FC,Liga NOS,right,184,Ronaldo PeÄ§a,Venezuela,CF,2015-16,,,,
21,CD Tondela,Liga NOS,left,176,Murilo,Brazil,W,2015-16,,,,
23,CD Tondela,Liga NOS,right,180,Tyler Boyd,New Zealand  United States,W,2015-16,1,41,5,2359
25,CD Tondela,Liga NOS,right,177,Juan Delgado,Chile,W,2015-16,3,21,3,892
23,CD Tondela,Liga NOS,both,176,Miguel Cardoso,Portugal,W,2015-16,2,17,0,474
27,CD Tondela,Liga NOS,right,180,Harramiz,Sao Tome and Principe  Portugal,W,2015-16,2,41,5,3345
25,CD Tondela,Liga NOS,right,186,TomanÄ˜,Portugal,CF,2015-16,3,29,2,1836
26,CD Tondela,Liga NOS,right,190,Heliardo,Brazil,CF,2015-16,1,9,1,539
25,CD Feirense,Liga NOS,right,168,LuÄßs Machado,Portugal,W,2015-16,0,13,1,709
26,CD Feirense,Liga NOS,both,170,Edson Farias,Brazil,W,2015-16,1,28,0,1327
29,CD Feirense,Liga NOS,right,176,Hugo Seco,Portugal,W,2015-16,2,30,1,1395
27,CD Feirense,Liga NOS,right,181,ZÄ˜ Manuel,Portugal,W,2015-16,2,33,6,1913
27,CD Feirense,Liga NOS,right,185,Anastasios Karamanos,Greece,CF,2015-16,2,36,6,2355
